company_id,company_name,average_rating,num_review,city,type,num_employee,country,working_day,OT,overview,expertise,benifit,logo_link
nasys,Nasys,,Reviews,"Binh Thanh, Ho Chi Minh",Outsourcing,1-50,Vietnam,Monday - Saturday,No OT,"Nasys là công ty chuyên gia công phần mềm trong lĩnh vực giám sát, quan sát và bảo mật trên nhiều nền tảng Android, IOS... Hiện đang cần nhân lực cho việc mở rộng công ty. Các ứng viên sẽ có một nghề nghiệp vững chắc, lâu dài , phúc lợi, phụ cấp, bảo hiểm theo luật lao động Việt Nam.",,"- Xét tăng lương hàng năm theo năng lực, 

- Lương tháng 13

- Thưởng ngày nghỉ lễ, tết…

- Phụ cấp thâm niên

- Phép tháng, phép năm 

- Tham gia BHXH 

- Du lịch hàng năm 

- Tổ chức party, mừng sinh nhật hàng tháng.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0JkRnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2ce0435700e1e180d9205fe9571b20b0b8e3d302/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/2020-08-06.png
aimenext,AIMENEXT,,Reviews,Ha Noi,Product,1-50,Vietnam,Monday - Friday,No OT,"Công ty cổ phần AIMENEXT (AIMENEXT JOINT STOCK COMPANY)
 được thành lập vào tháng 10 năm 2018, với hai trụ sở tại Việt Nam và Tokyo Nhật Bản. AIMENEXT chuyên cung cấp dịch vụ phát triển phần mềm và cung cấp sản phẩm công nghệ Trí tuệ nhân tạo.
Từ khi thành lập, với đội ngũ nhân sự chất lượng cao, AIMENEXT tập trung nghiên cứu và cho ra mắt nhiều sản phẩm áp dụng các công nghệ: Deep learning; Data Mining; Xử lý hình ảnh; Xử lý ngôn ngữ tự nhiên; Xử lý âm thanh. Với rất nhiều thành tích nổi bật, chúng tôi đang dần khẳng định vị thế của mình trong lĩnh vực CNTT tại Việt Nam, và nhiều lần được đánh giá cao trong các bảng xếp hạng công nghệ AI tại Nhật Bản. Ngoài ra công ty cũng chuyên tư vấn giải pháp và phát triển các hệ thống DeFi blockchain ( hệ thống tài chính phi tập trung ) , các giải pháp truy xuất nguồn gốc áp dụng blockchain. 



Thế mạnh của AIMENEXT: 

Năng lưc tư vấn cao ,năng lực công nghệ và kinh nghiệm phát triển hệ thống trí tuệ nhân tạo phong phú, năng lực nắm bắt xu hướng công nghê mới và có thương hiệu tại thị trường Nhật Bản.


 


Định hướng và mục tiêu phát triển doanh nghiêp: 
Mở rộng sản phẩm công ty tại các thị trường ngoài Việt Nam và Nhật Bản",,"Làm việc 5 ngày/ tuần và không có overtime


Toàn văn phòng hạng A, cơ sở vật chất hiện đại, tiên tiến


Mỗi nhân viên sẽ được cấp máy tính riêng với cấu hình mạnh mẽ: CPU: Intel I5-10600K/RAM: 16GB/VGA: GTX 1660 Super/Màn hình  DELL U2419H  


Ngoài ra các bạn còn được tiếp xúc và sử dụng nhưng server cấu hình khủng với giá tiền lên đến 500tr VNĐ: CPU: Intel® Xeon® Silver 4216 x 2/RAM: 512GB/VGA: RTX 2080ti x 4 


12 ngày phép/năm, theo thâm niên sẽ được thêm ngày phép mỗi năm. 


BHXH theo quy định của nhà nước và bảo hiểm chăm sóc sức khỏe PVI


Thưởng tháng lương 13 và thưởng theo hiệu suất mỗi năm (lên đến 2 tháng lương).


Review lương 2 lần/ năm vào tháng 6 và tháng 12. Ngoài ra còn được review linh động theo tiến độ và trình độ làm việc


Team building 4 lần/ năm và du lịch hè 1 lần/ năm. Được du lịch và trải nghiệm tại các khu du lịch nổi tiếng tại Việt Nam và các nước lân cận...


Happy hour 3-4 lần /tuần",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBME5mSEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e4434a196ab26a6a1a6d24121837ade85096187e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/logo-aimenext%20-%20Hung%20Dinh.png
add-on-development,Add-on Development,4.0,7 Reviews,"Ba Dinh, Ha Noi",Product,1-50,Denmark,Monday - Friday,No OT,"Add-On Development is an outsourcing company highly specialized in the Microsoft® environment. Microsoft® certifications are an important part of our company strategy. All employees have one or more certifications.

Who would be better than Microsoft® to acknowledge our development skill set towards their platform and environment?
Add-On Development has currently offices in Hanoi – Vietnam, Vejle – Denmark and in Toronto – Canada. It is a very fast-growing organization. As a valued Microsoft Gold Partner, we offer from individual and dedicated certified software developers to full blown Off-shore Development Centers – all dependable on the individual customer need.


Trust us– you will not be disappointed!",,"Get your personal career moving. Add-On Development invests intensively in you and has a range of benefits:
- Competitive salary plan with benefits 
- Opportunity for study travels to Europe
 - Many chance to improve English skill
- Enjoy refreshment and team building activities by yearly, quarterly

Besides developing our own products, we sell our expertise to Microsoft users worldwide. Today we serve customers in more than twenty different countries, mainly in Northern Europe and North America.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeHJpSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ce984ddfa6aa21eae287f6e28b3c99e1bc3a1d1f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/Logo.png
vntt-vietnam-technology-telecommunication-jsc,VNTT | Vietnam Technology & Telecommunication JSC.,,Reviews,"Ho Chi Minh, Others",Product,151-300,Vietnam,Monday - Friday,No OT,"Công ty Cổ phần Công nghệ &amp; Truyền thông Việt Nam (VNTT) được thành lập từ năm 2008 và là thành viên của Tổng Công ty Đầu Tư và Phát Triển Công Nghiệp (Becamex IDC). Được ra đời từ sự hợp tác của ba cổ đông lớn là Becamex IDC, Tập đoàn Bưu chính Viễn thông (VNPT) và Ngân hàng BIDV.

Lĩnh vực hoạt động: Hiện nay, VNTT là đơn vị đáp ứng toàn diện, phong phú các nhu cầu Viễn thông, Công nghệ thông tin (ICT), dịch vụ Trung tâm dữ liệu eDatacenter cho các doanh nghiệp hoạt động tại các KCN của Becamex IDC đầu tư khắp cả nước.",,"* Chế độ: 


·         Thưởng trung bình: 4-5 tháng lương trong 1 năm (tùy theo hiệu quả hoạt động kinh doanh của Cty)

·         Bảo hiểm full lương

·         Khám sức khỏe: Bệnh viện quốc tế Becamex

·         Du lịch, teambuilding

·         Phụ cấp cơm: 35.000/ngày

·         Xe đưa đón từ TP HCM - Bình Dương

·         Được định hướng nghề nghiệp và có lộ trình thăng tiến cho nhân viên có tâm huyết.

·         Cơ hội phát triển nghề nghiệp ổn định, lâu dài, được đào tạo bài bản.

·         Được tham gia các khóa đào tạo theo chương trình huấn luyện của Công ty.

·         Môi trường làm việc thân thiện, năng động, chuyên nghiệp, xem trọng sáng kiến, sáng tạo.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeTlGRGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--79955649e8b06355b1dd586df767f571cc51700e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/vntt-vietnam-technology-telecommunication-jsc-logo.png
cty-cp-vien-thong-tin-hoc-buu-dien-ct-in,Cty CP Viễn thông - Tin học Bưu điện | CT- IN,,2 Reviews,"Hai Ba Trung, Ha Noi",Outsourcing,301-500,Vietnam,Monday - Friday,,"Là đơn vị thành viên của Tập đoàn Bưu chính Viễn thông Việt Nam. 

CTIN định hướng phát triển thành Công ty công nghệ chuyên nghiệp trong lĩnh vực Viễn thông, Công nghệ thông tin, không ngừng đổi mới sáng tạo để kiến tạo ra hệ sinh thái ứng dụng dựa trên nền tảng số phục vụ Chính phủ, Doanh nghiệp &amp; Người dân.",,"- Môi trường làm việc hiện đại, năng động, chuyên nghiệp;
- Mức lương hấp dẫn, phù hợp với năng lực và các chế độ phúc lợi như: Ăn trưa, sinh nhật, lễ tết, thăm quan, du lịch ...
- Cơ hội đi đào tạo trong và ngoài nước;
- Cơ hội thăng tiến và các chế độ đãi ngộ hấp dẫn : cổ phần, cổ phiếu ….;
- Các chế độ bảo hiểm theo quy định Nhà nước.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGptR2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c89c1fec4bf6b491e069ec19dbb77e8a94c88507/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJU2xCSEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--b87d503d3a457aac1246ae514e3d214676592f9b/Logo%20CTIN.JPG
ch-resource-vietnam,CH Resource Vietnam,,Reviews,"District 2, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,No OT,"Founded in 2014, CH Resource Viet Nam is a market-leading platform for access to Digital Super Wallet.

Headquartered in Singapore, we specialize in on-and-off ramp services for Digital Super Wallet with local currencies, and we are present in multiple countries across the Asia Pacific.

Our platform was founded by Singaporean entrepreneurs, and we are backed by prominent investors from Silicon Valley such as Tim Draper, Josh Jones, as well as established venture capital firms such as Boost VC.",,"MacBook or high-end laptop for working


Attractive salary and bonus package (13th-month salary, performance bonus)


Salary review twice a year


14+ annual leave, 60 days working from home per year


Working in a professional, friendly, flexible, well-equipped environment


Full social insurance, health insurance &amp; unemployment insurance according to Vietnam Labor Law; Premium Health Care


Personal Growth Development Plan


Enjoy diversified activities: Snack every day, Happy Friday every week, Monthly Team-building, Company trip (2 trips per year), Game, Sport (Football, Badminton...).",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjg2SGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ba9228a419aed1e30b91d67d87c016dd0bd5298e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/CH%20Logo%202%20-%20Dung%20Do.png
alpha-networks-solution,Alpha Networks Solution,,Reviews,"District 1, Ho Chi Minh",Product,1-50,Singapore,Monday - Friday,No OT,"Alpha Networks Solution Pte Ltd is a systems integrator and software developer in South East Asia.

We ventured into software development in 2014, and we’re now a fully-fledged IT solutions agency. The core of our business lies in software development, bespoke turnkey solutions and system integrations.

We specialize in end-to-end IT solutions, and we aspire to become a one-stop shop for all your IT needs. From hardware to software, network design to security, we’re here to provide solutions for our clients that are both efficient and value-for-money.",,,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVdsSFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d1a9b5d0d7212d61f56f6c904ae9b9381e0ac1bc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/Alpha_Networks_Logo%20-%20Tu%20Anh%20Vu.png
dms-co-ltd,DMS Co.Ltd,,Reviews,"District 9, Ho Chi Minh",Product,51-150,Vietnam,Monday - Saturday,Extra salary for OT,"DMS được thành lập năm 2018, là 1 Startup mới được tách ra từ một công ty hàng đầu trong lĩnh vực công nghiệp phụ trợ tại Việt Nam chuyên cung cấp sản phẩm cho các tập đoàn đa quốc gia đến từ các nước phát triển như: Konica, Sanyo, Toshiba, Figla, Schneider/Clipsal, Nidec, Foster, Hoya, Muto, Colgate, Crayola, Furukawa, SamSung, …

Kế thừa các kinh nghiệm và thành công có được từ việc phục vụ suốt hơn 20 năm cho các tập đoàn hàng đầu thế giới, DMS phát triển, cung cấp và triển khai các giải pháp, phần mềm quản trị doanh nghiệp, có tính đột phá, tạo ra đòn bẩy cho sự phát triển của các doanh nghiệp, góp phần vào sự nghiệp phát triển và xây dựng nền công nghiệp nước nhà trong thời đại 4.0
DMS tìm kiếm các bạn ứng viên có nhiều hoài bão để cùng chia sẻ cơ hội, cùng nổ lực đi đến thành công.","Epicor ERP (Manufacturing &amp; Distribution), Microsoft Stack (C# .Net, MS SQL), IoT, Android, SOA Architect.","Môi trường cởi mở, chia sẻ, học tập và rèn luyện, hướng tới kết quả công việc.


Tiếp cận với công nghệ hiện đại, tiên tiến phù hợp với thị trường ngách đầy tiềm năng, cũng như phù hợp với xu hướng cách mạng công nghiệp 4.0.


Đầu tư vào việc đào tạo và phát triển nhân viên.


Trải nghiệm qua nhiều vai trò trong ngành công nghiệp phần mềm, từ cơ bản đến cấp cao.


Cơ hội nắm giữ các vị trí chủ chốt do tham gia StartUp ngay từ đầu.


Lương tháng 13 + thưởng doanh số + Lễ Tết.


Du lịch hằng năm


Khám sức khỏe mỗi năm",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMFdRRHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--04136e79e47103c478aaafff1a6a586351a0f17e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/cat-thai-logo.png
cong-ty-co-phan-htc-vien-thong-quoc-te,Công ty cổ phần HTC Viễn Thông Quốc Tế,,Reviews,Ha Noi,Product,51-150,Vietnam,Monday - Friday,No OT,"Công ty cổ phần HTC Viễn thông quốc tế (HTC ITC) là đơn vị thành viên của Hanoi Telecom. Công ty chuyên về các dịch vụ viễn thông và công nghệ thông tin như cung cấp giải pháp và hỗ trợ IT cho các doanh nghiệp, xây dựng hạ tầng viễn thông di động, triển khai lắp đặt, vận hành, ứng cứu mạng Viễn thông di động. Nhiệm vụ của chúng tôi là cung cấp cho khách hàng những sản phẩm chất lượng cao nhất, những giải pháp đáng tin cậy nhất và những dịch vụ tốt nhất của một nhà cung cấp chuyên nghiệp.

HTC-ITC luôn mong muốn với những nỗ lực không ngừng nghỉ của mình sẽ nhanh chóng tạo lập được niềm tin nơi khách hàng trở thành Công ty số một Việt Nam cung cấp các dịch vụ viễn thông và giá trị gia tăng chất lượng cao (Leasedline, VPN, VOIP…).

Các dịch vụ HTC-ITC hiện đang cung cấp:
Dịch vụ Internet trực tiếp (Internet Leased Line)
Dịch vụ truyền số liệu VPN/MPLS nội hạt, liên tỉnh
Dịch vụ truyền số liệu kênh thuê riêng - Leased Line
Dịch vụ Kênh thuê riêng Quốc tế (IPLC)
Chuyển giao công nghệ viễn thông, công nghệ thông tin;.,,,",,"➢ Lương thỏa thuận hấp dẫn theo năng lực:
➢ Chế độ khen thưởng phong phú: Thưởng lễ, Tết, tháng lương 13…
➢ Đảm bảo các quyền lợi theo luật Lao động: BHXH, BHYT, và các chế độ phúc lợi theo Quy định của công ty: Khám sức khỏe định kỳ, nghỉ mát, du xuân, hiếu, hỷ…
➢ Được hưởng chính sách cán bộ, chính sách thâm niên với nhiều phúc lợi đặc biệt khi làm việc gắn bó lâu dài;
➢ Thường xuyên được tham gia đào tạo nâng cao chuyên môn theo tiêu chuẩn cấp bậc;
➢ Môi trường làm việc trẻ, năng động, nhiệt tình, thuận lợi cho việc phát triển bản thân;",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGRHSGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--058ad3d3c03959f0696111cb6d4e487f5ea2f905/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/LOGO%20HTC-ITC.jpg
bss-group,BSS Group,3.8,8 Reviews,"Nam Tu Liem, Ha Noi",Product,51-150,Vietnam,Monday - Friday,,"We provide Magento Extensions and Web Development services in Vietnam. We satisfy customers' needs by top-class extensions, extensive expertise in ECommerce Development and administration support service.

Our mission is not only to be innovative in our extension products and website development projects but also extremely supportive in customer service. We commit to providing the most effective support to help organizations of any size to achieve sustainable improvement of their processes.

For more information, please visit our website: http:// bssgroup.vn",,"- Attractive salary (Review every 6 months)



- Opportunity to experience your expertise in a fast growing environment



- Office with a great view from the 18th floor and creative workplace design.



- At BSS, tea &amp; coffee is free. Besides, we have a bookshelf with many interesting books for our members to borrow.



- Working hours are 5 days/week (From Monday to Friday).



- Working in a youthful and professional environment. 90% of members are 9x, we always support each other.



- The State statutory holidays, travel, team building, health care, volunteer… organized by the Company. 



- Participating in the company's training sessions on product knowledge, English skills, and other working skills ...



- Joining in the company's football, running, art clubs ... 



- Other benefits according to the provisions of the Company and the Labor Code.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVU3REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4a9e031c22ca9054f8dca52a1604d6be53a3b8ce/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/bss-group-logo.png
lozi,Lozi,,2 Reviews,"Ho Chi Minh, Ha Noi",Product,51-150,Vietnam,Monday - Saturday,No OT,"Established in 2014, Lozi is the fastest-growing Tech startup which operates a one-hour-delivery E-commerce platform called Loship.



Loship now has a fleet of more than 70,000 drivers and 270,000 merchants, serving almost 2,500,000 customers across four big cities of Hanoi, Ho Chi Minh City, Da Nang and Can Tho – all dedicated to fulfilling the Vietnamese consumers’ one-hour delivery needs.","We used a lot of things to craft our product, and change quickly as the growth of it. For example, we'd used MongoDB and MySQL in the early stage, then it came overloads, so we changed to PostgreSQL and Cassandra, along with Redis. We use Golang for backend, Objective-C &amp; Swift2 for iOS app, Java for native Android app, NodeJS &amp; ReactJS for our website.","We call ourselves a tech-startup, and a product company, so there is nothing to worry about technology at Lozi.

We are always hungry for the better solutions in our product, as it grows up day by day, brings along more and more challenges.

 

*Fact: There was a time when the amount of user increased by 3 times within just 2 months, a real flood, which forced us to handle the stress on the entire system ASAP - or let them die painfully.

 

We used a lot of things to craft our product, and change quickly as the growth of it. For example, we'd used MongoDB and MySQL in the early stage, then it came overloads, so we changed to Postgre and Cassandra, along with Redis. We use Golang for backend, Objective-C &amp; Swift2 for iOS app, Java for native Android app, NodeJS &amp; ReactJS for our website.

 

The thing is, we do not really stick to anything, so if you join us and you feel that we need to use the X, the Y or the Z, just speak out loud, your ideas are always welcomed, just prove that you're right!",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBekRwR3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--cbaf30fcd0ad3fe9e0fc0f52efce651296de3614/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/logo.png
meta-vision,META Vision,,Reviews,"Nam Tu Liem, Ha Noi",Product,1-50,Vietnam,Monday - Friday,No OT,"Meta Vision,
 We are a joint venture company between Japanese enterprises and Vietnamese enterprises with the goal of creating new values based on the talents of young human resources in Vietnam. 

We aim at smart solutions for factories, and develop software for Japanese customers.",,"Lương cạnh tranh


Thời gian làm việc linh hoạt với core time từ 9:00 AM đến 16:00 PM


Các dự án phát triển tự đầu, có thể tham gia cùng với kỹ sư có kinh nghiệm của khách hàng.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2NXRkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--700365cb743389a5ac7d9f6f1100f3730da7646c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/9b552fabc24d3b13625c.jpg
vietjack,VietJack,,Reviews,Ha Noi,Product,1-50,Vietnam,Monday - Friday,No OT,"VietJack được thành lập tháng 06/2016, chúng tôi phát triển hệ thống sản phẩm, trong đó nổi bật nhất là vietjack.com với gần 3 triệu người dùng hàng ngày. Chúng tôi cần bạn để đồng hành và phát triển các sản phẩm khác trong ngành giáo dục, phục vụ hàng chục triệu học sinh trong cả nước sử dụng hàng ngày các sản phẩm do chính bạn viết ra",,"- Mức lương, phụ cấp, thưởng: thỏa thuận theo đúng năng lực và trách nhiệm

- Đồng nghiệp và môi trường làm việc năng động

- Cơ hội được học tập và đào tạo nội bộ về các kỹ năng trong công việc.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3RsRlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7ae982ec396c0b758ccf6db82dd43f207fd03d7e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/Screen%20Shot%202020-05-22%20at%202.06.34%20PM%20-%20Binh%20Le.png
cnv-holdings,CNV Holdings,,Reviews,"Ho Chi Minh, Ha Noi",Product,51-150,Vietnam,Monday - Friday,No OT,"CNV Loyalty Platform cung cấp giải pháp cần thiết cho các doang nghiệp đang cần một nền tảng công nghệ giúp cho việc chăm sóc khách hàng trở nên hiệu quả và tăng trải nghiệm, cảm xúc của khách hàng khi sử dụng dịch vụ của doanh nghiệp.


Tầm nhìn:


Chúng tôi đem đến những giá trị đích thực cho khách hàng thông qua việc cung cấp ứng dụng về hệ sinh thái khách hàng thế hệ mới.


Sứ mệnh:


Chúng tôi góp phần tối ưu hoá thế cạnh tranh của các doanh nghiệp thông qua sản phẩm Loyalty. Nhờ đó, Quý khách hàng dễ dàng nắm bắt được cơ hội và đạt tới thành công.


Giá trị cốt lõi:


Tài nguyên giá trị nhất mà chúng tôi có được, chính là đội ngũ nhân sự năng động, nhiệt tình, trình độ chuyên môn cao. CNV Loyalty được hình thành bởi một tập thể gắn kết, hợp tác chặt chẽ và đam mê trong công việc.


Chất lượng:


Chúng tôi tin rằng cần phải cung cấp sản phẩm chất lượng, sáng tạo và cạnh tranh cho khách hàng, đó là cách tốt nhất để các sản phẩm đã xuất xưởng được vận hành ổn định và hiệu quả.",,"Tham gia BHXH, BHYT, BHTN theo quy định.


Chế độ phép năm, sinh nhật, du lịch định kỳ hàng năm.


Lương tháng 13, thưởng Lễ- Tết, thưởng theo kết quả hoạt động kinh doanh công ty cuối năm.


Hỗ trợ chi phí cho NV tham gia các khóa học đào tạo, nâng cao nghiệp vụ…


Và các chính sách phúc lợi hấp dẫn khác…",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmR5R2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b0685fe4ccfcf22ec6dd95d990402a985ce3ede2/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/834d95aef33e0d60542f%20-%20Binh%20Le.jpg
