job_id,company_id,job_name,taglist,location,three_reasons,description
robert-bosch-engineering-and-business-solutions:agile_master_technical_manager,robert-bosch-engineering-and-business-solutions,Agile Master - Technical Manager, Scrum   Agile ,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","As a Scrum Master you will bring out the best in our developers and guide the teams to new heights and success. Following the Agile principles, you will take ownership for results while setting the right environment for the team and people to excel their outputs, productivities and velocities.


Creating a trusting and safe environment where pro-activity is valued, where problems can be raised on time without fear of blame, retribution, or being judged


Constantly looking at the general process and move with the team to continuously and stable delivery


Teaching, coaching and mentoring the team(s) and challenge them the team in getting things done


Empowering the team towards continuous improvement


Supporting, coaching and working closely with the Product Owner, especially with respect to refinement and maintaining the product backlog


Assisting with internal and external communication, improving transparency and radiating information;


Getting and remaining the teams in the hyper flow of productivity and fun, while building an awesome place to work


Participating in the international Agile team










Have background in IT, software development


Passion for Agile and a true team player


4+ years of experience as an independent Scrum Master


Good, conceptual, understanding of the development process and the skills to help out on impediments on organizational and technical levels.


Strong skills in coaching people improving group dynamics, servant leadership, facilitation, situational awareness, conflict resolution, continuous improvement, and increasing transparency


Fluent English (written &amp; spoken) and great communication skills


A higher educational background with any type of Scrum Master certification


Knowledge about scaling frameworks is a plus








Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
robert-bosch-engineering-and-business-solutions:javascript_developer_reactreactnative,robert-bosch-engineering-and-business-solutions,"Javascript Developer (React,ReactNative)", OOP   JavaScript   React Native ,"17 Ngô Quyền, Hoan Kiem, Ha Noi","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","-    Understanding requirement from clients
-    Designing and building mobile applications or Front end application
-    Collaborating with the design team to define app features
-    Ensuring quality and performance of application to specifications
-    Identifying potential problems and resolving application bottlenecks
-    Fixing application bugs before final release
-    Maintaining the code and atomization of the application
-    Designing and implementing application updates






 -       Strong practical hands-on with React, React-Native

-        Experience in 
design patterns
 and 
OOP concepts


-        Exposure to 
Web- tools 
and frameworks

-        Exposure to 
JSON, XML
 web data formats

-        Exposure to 
REST APIs


-        Good English communication






Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
robert-bosch-engineering-and-business-solutions:python_developer_juniorsenior,robert-bosch-engineering-and-business-solutions,Python Developer (Junior/Senior), Django   Python   JQuery ,"17 Ngô Quyền, Hoan Kiem, Ha Noi","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","Gain understanding of customer’s needs through direct communication


Implement new requirement from customer


Ensure code quality follow company standard


Test and deploy to production system


DevOps automation using Python










Python, Django, FASTAPI


PostgresDB &amp; Mongo DB knowledge


Jenkins – Continues Integration and Deployment, Docker, docker-compose and docker stack,


Linux (RHEL, Ubuntu)








Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
robert-bosch-engineering-and-business-solutions:5_javanet_developer_fresher_accepted,robert-bosch-engineering-and-business-solutions,5 Java/.Net Developer (Fresher accepted), Java   OOP   .NET   Fresher Accepted ,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","Welcome to Bosch – A perfect fit for every techie

From software development and testing to data processing, we are offering a variety of career opportunities to build a strong international team and deliver cutting-edge IT solutions.

Join in and feel the difference.


Java/.NET Developer:




Learn web application development framework and process


Learn to design &amp; implement applications to ensure best possible performance &amp; quality


Develop web application features under supervision of Senior Engineers


Contribute in all phases of development lifecycle


Ensure continuously professional self-improvement










Nearly/Fresh graduate or less than 1 year of experience in relevant major (Information Technology; Computer Science; Software Engineering...)


Good knowledge in Java 
or
 .Net


Good knowledge in HTML/ Javascript/ CSS.


Have knowledge in Angular/ ReactJS is an advantage


Willing to do fullstack in long-term


Ability to communicate in English








Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
robert-bosch-engineering-and-business-solutions:iot_gateway_software_devjavajspython,robert-bosch-engineering-and-business-solutions,IoT Gateway Software Dev(Java/JS/Python), Java   Python   JavaScript ,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","You will join with multinational development team to build up a 
whole new IoT project, 
included but not limit to:



Understand the software requirement document and quality aspects


Make the detail design and documentation for the software components that you are in charge for




Develop edge gateway software components 
based on architecture document in connected 
building solution and smart campus solution




Follow defined software development process, ensure the quality of deliverables: unit testing, sonar quality, open sources, bugs, technical debts, etc.


Report to project manager for the daily tasks and contribute to team activities e.g. innovation, ideation, fun at work…


Contribute to the edge/hardware platform selection, lab equipment setup if requires


Continuous self-learn new technology on company learning platform either in classroom or online (internal source and Udemy)









Desirable qualifications:






3 - 5 years
 of hands-on experience with one of programming language e.g. Java/JavaScript/Python


Experience with gateway edge software development using one of 
modern architecture
 e.g. containerized, central gateway, event driven, Offload AI and analytics workloads…


Experience with Azure/Bosch IoT Edge or Moxa ThingsPro or similar stack


Experience with north bound MQTTS, HTTPS communication at edge or similar protocol


Knowledge of Device Management, FOTA, Remote Management of the gateways


Knowledge of basic Linux environment SSH, SCP, Tail…


Knowledge of SQL at edge and data retention policy


Knowledge of modeling language UML or SysML or similar



Good English communication



Ability to self-learn new technology and take initiative




Nice to have:




Domain knowledge of BMS and HVAC systems


Knowledge of Modbus, BACnet, Serial communication


Knowledge of Azure DevOps, CICD or JIRA/Confluence/Jenkins/Sonar/Bitbucket








Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
robert-bosch-engineering-and-business-solutions:project_manager_embeddedautomotive,robert-bosch-engineering-and-business-solutions,Project Manager (Embedded/Automotive), Project Manager   C language   Embedded ,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","Responsible for 
customer engineering
, interfacing and appropriate 
staffing
 of all projects with assignment of roles and responsibilities




Planning and allocation of resources 
for projects, tools, hardware, etc.  and ensure deployment as per targets


Delivery of all tasks/projects on schedule and with quality


Responsible for 
service quality &amp; service levels
 within the group for the products/services


Periodic review of all projects to ensure QCD on track &amp; MSR reporting to management, customer &amp; Stake-holders


Support in department level business planning activities


Customer Engagement and Satisfaction – delivery to Cost, Quality, and Schedule




Training &amp; Development for team members
 via the available instruments such as GPD and CDD


Plan, nominate &amp; coach TCP, PCP &amp; Line associates for targeted development as per talent assessment


Plan appropriate competency development, approve training for group members






Invoice sale order creation in SAP as per work done, BP approved business plans &amp; stakeholder agreements


Interfaces and influencing


Engage and influence Group Leads and Project Managers counterparts at customer end


Manage customer visits, project status review and reporting


Supporting project acquisition







 


*** [SPECIAL OFFER]


We totally understand candidate's difficulty when changing job in the last quarter of the year. For those candidates who are under employment contract with another company and join Bosch from 01 Oct 2021 - 31 Dec 2021, we're more than happy to offer you joining bonus (1-MONTH of GROSS SALARY) to compensate for your 13th month salary.








B.Tech/M.Tech - EE/ECE/CS/Mech around 10 years’ experience


Strong experience in handling Customer Programs or Multiple customer platforms


Ability to drive customer centricity with passion for customer engineering


Experience in 
project and people management of large teams (at least 20+ engineers)




Strong experience in 
embedded software / embedded systems
 domain


Strong know-how on Automotive SW and System testing


Know-how on CI/CT for implementations of SW project


Hands-on experience in using 
dSpace Tool chain




Experience in 
managing projects with distributed teams across locations




Experience in working and engaging with international teams


Ability to dive deep into technical topics


Program management experience


Excellent communication and stakeholder management skills


Building and Competency Management of team


Understanding of the technical and project management aspects of projects in the automotive industry.


Awareness of ASPICE, CMMI and ISO quality standards


Awareness of Functional Safety (ISO26262), legal requirements related to automotive industry, especially vehicle safety


Implement quality process and initiative to meet customer demands


Proactive application of SW life cycle management








Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
robert-bosch-engineering-and-business-solutions:2_embedded_sw_project_lead_automotive,robert-bosch-engineering-and-business-solutions,2 Embedded SW Project Lead (Automotive), Team Leader   C language   Embedded ,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","Manage development activities for one or multiple projects across all management phases 
(initiation, planning, execution, monitoring and controlling).




Main contact person for engineering related topics in the development of 
automotive steering
 projects.


Ensure on-scope, on-time and on-quality delivery of the software releases.


Support of PjM in Technical issues within the project scope.


Preparation of releases within the project scope (e.g. Level x, QGCx)


Participate in team engagement, motivation, and competency build-up.


Development and implementation of defined technical content acc. to project targets


Risk management within discipline scope and support of PjM


Project planning and tracking within discipline scope, cross-functional aligned between the disciplines


Evaluation and planning of technical requirements and estimation of effort within project scope


Consulting of OEM on technical discussions within project scope




*** [SPECIAL OFFER]


We totally understand candidate's difficulty when changing job in the last quarter of the year. For those candidates who are under employment contract with another company and join Bosch from 01 Oct 2021 - 31 Dec 2021, we're more than happy to offer you joining bonus (1-MONTH of GROSS SALARY) to compensate for your 13th month salary.








B.S or equivalent degree in Mechatronic Engineering, Automotive Engineering, Computing Engineering, Information Technology or related major.


3+ years of experience in
 leading Embedded Software development project 
team. Have project management capability and experience


Experience in development within the discipline (SYS, MECH, E/E-HW or SW) (~2 years)


Strong knowledge of software development life-cycle, and Project Management processes.


Strong 
leadership experience
 in cross functional teams, communication, and interpersonal skills


Customer focused 
product development
 - user and customer experience knowledge


Moderation capability/ negotiation capability


Knowledge in product engineering processes, methods &amp; toolboxes (e.g. focus matrix, DRBFM)


Networking capability




English proficiency
 is a must. Japanese proficiency is a plus


Software development background in 
Automotive domain
 is a plus.








Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
robert-bosch-engineering-and-business-solutions:cloud_dev_for_iot_java_javascript,robert-bosch-engineering-and-business-solutions,"Cloud Dev for IoT (Java, JavaScript)", Java   JavaScript   Cloud   Fresher Accepted ,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","Understand the software requirement document and quality aspects


Make the detail design and documentation for the software components that you are in charge for


Develop
 Cloud deployable software components 
(front end, back end, algorithms) based on architecture document in 
connected building and smart campus solution




Follow defined software development process, ensure the quality of deliverables: unit testing, sonar quality, open sources, bugs, technical debts, etc.


Report to Project Manager for the daily tasks and contribute to team activities e.g. innovation, ideation, fun at work…


Contribute to the CI/CD, DevOps activities


Continuous self-learn new technology on company learning platform either in classroom or online (internal source and Udemy)









Mandatory requirement




Bachelor degree in IT/Computer Science or equivalent


Professional experience with one of programming language e.g. 
Java/ JavaScript/ Python




Professional experience with software development using one of modern architecture e.g. 
event driven, domain driven, microservice, SOA, containerization …




Experience with 
Azure Cloud PAAS Azure Functions, IoT Hub/Edge, Cosmo DB, API Gateway
… or similar stack


Experience with one of following stack 
Spring/Angular or MEAN or GraphQL




Experience with 
AMQP/MQTTS, HTTPS
 communication or similar protocol


Knowledge of 
REST API
 design and development


Knowledge of 
SQL/NoSQL e.g. MySQL, MongoDB or Cloud services




Knowledge of modeling language 
UML or SysML
 or similar


Good
 English
 communication skills


Ability to self-learn new technology and take initiative




Nice to have knowledge in the following




Basic Linux environment SSH, SCP, Tail…


Streaming platform Kafka, Spark, Cloud Native


Cyber security concept &amp; implementation


Modbus, BACnet, Serial communication


Machine Learning, Algorithms, Data analytics


Azure DevOps, CICD or JIRA/Confluence/Jenkins/Sonar/Bitbucket


Certified AWS/Azure


Domain knowledge of BMS and HVAC systems








Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
gft-technologies-vietnam:solution_architect_aws_java_spring,gft-technologies-vietnam,"Solution Architect (AWS, Java, Spring)", Software Architect   AWS   Spring ,"29A Nguyen Dinh Chieu, District 1, Ho Chi Minh","We build a professional & fun working environment.
We focus on your growth, yes the long-term growth.
We develop the future-ready digital bank platform.","GFT Technologies Vietnam - Building technology to revolutionize the Digital Banking with Cloud engineering. We are looking for 
Solution Architect (AWS, Java, Spring) 
as below:



Gathers requirements and directs design activities with the team


Conducts an analysis of new and existing systems and advise on delivering changes to them in a timely manner


Determines functional specifications for systems and translate into guidelines that shape project development


Manages non-functional requirements for delivered solutions like high availability, fault tolerance, security and others


Aligns technical architecture of the solutions with enterprise architecture, business goals


Collaborate with other solution architects, platform architects, security specialists


Able to track risks around solution delivery










Strong technical skills around Java / Java EE, Spring (including Boot, Cloud), SQL, NoSQL



At least 10 years experience in IT field 



Experience of working with microservices, enterprise integration patterns and distributed systems


Experience with designing Web Services using REST API or GraphQL


Experience starting new development streams including team building, shaping delivery standards including testing strategy and quality control


Experience working in the public cloud environments with continuous compliance









HR benefits




Competitive salary


Salary band per level and employee benefits are reviewed once per year


13th month salary pro rata depending on the employee’s length of service (within a calender year), paid with the December salary


Monthly lunch allowance: 700,000 VND/employee


Parking: GFT covers the monthly parking fee for employee motorbikes


Performance evaluation is once per year, for 2 purposes:
   &gt; Performance bonus   &gt; Salary increments




Talent retention policy
 (Retention bonus)



2-year anniversary = 0.5x monthly salary


3-year anniversary = 1x monthly salary


5-year anniversary = 2x monthly salary


Paid with salary of month of anniversary.




Health care




Private health insurance: including accident, outpatient, in-patient, maternity, and dental for all permanent employees who pass 2-month probation.


Optical: expense claim for eyewear


Annual health check-ups.




Vacation




Maximum 18-day vacation leave/year (with the ability to carry over 05 days till 31st March of the following year)


Adding one more annual leave day for each two-year anniversary.




Healthy lifestyle




Sports and hobby clubs: company has an annual fund for fitness activities, which is allocated per month as team’s vote.


Range of healthy snacks, tea, coffee, milk and beer on tap:
&gt; Tea, coffee and milk are available at pantry area – WeWork
&gt; Beer is available at pantry area – WeWork
&gt; Snack is available in GFT office.




Social




Company townhall: each 6 weeks


Monthly team lunch at restaurants


Monthly team engagement activities: one activity per month


CSR activities: as per company’s CSR guideline and practice


Hackathon: once per year


Onsite tour/training courses at other GFT offices and client’s destination overseas (where applicable)."
robert-bosch-engineering-and-business-solutions:15_embedded_software_dev_joining_bonus,robert-bosch-engineering-and-business-solutions,15 Embedded Software Dev (Joining Bonus), Embedded   C++   C language   Fresher Accepted ,"364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year","The Automotive industry has always been a sector of fast development. New gadgets and innovative technologies are driving a disruptive change that experts agree will reshape the foundations of the automotive industry as we know it.

These advances are directly related to the embedded technology found within the Automotive systems, including micro-controllers, flash memory and analog products.

If you are excited to play apart of the Automotive revolution, welcome to BOSCH! We are looking for the brightest 
Embedded Software Developers (both Senior &amp; Junior level)
 to join our Automotive team in Ho Chi Minh city. You can see the actual results of your work come to life evolving from demos to eventually being used in millions of cars on the road. With us, you will have the chance to improve quality of life all across the globe.

As an 
Embedded Software Developer
, you main responsibilities include:



Embedded software development for Automotive technologies


Requirement analysis, design, implement, execute test cases, analyses failure &amp; bugs report


Analysis/ debugging of embedded software


Communicate directly with foreign customers, co-ordinate team activities, and handle day-to-day work efficiently and independently


Mentor junior members (for Senior level)




*** [SPECIAL OFFER]


We totally understand candidate's difficulty when changing job in the last quarter of the year. For those candidates who are under employment contract with another company and join Bosch from 01 Oct 2021 - 31 Dec 2021, we're more than happy to offer you joining bonus (1-MONTH of GROSS SALARY) to compensate for your 13th month salary.








Electronics/ Mechatronics/ Computer Engineering or relevant background


Hands-on experience in Embedded Software Development


Strong in C programming for Embedded Software, compiler, make file


Good in CANprotocol/ Microcontroller/ sensor/ IO/ Serial knowledge


Knowledge &amp; experience in Automotive Domain and tools (CANOE, CANape,...)


Good in problem analysis and solving


Good in debugging


Good communication skills, confident in working directly with foreign clients


Good English language skills








Why 
BOSCH
?

Because we don't just follow trends, we 
create 
them.

Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.


Benefits and Career Opportunities




Working in one of the 
Best Places to Work i
n Vietnam


Join a dynamic and fast growing global company (
English-speaking
 environment)




13th-month salary bonus 
+ attractive 
performance bonus 
(you'll love it!) + annual performance appraisal




100% monthly basic salary
 and 
mandatory social insurances
 in 2-month probation




Onsite opportunities
: short-term and long-term assignments




15++ days of annual leave 
+ 1 day of birthday leave


Premium health insurance for employee and 
02 family members





Flexible working time



Lunch and parking allowance


Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills




Fitness &amp; sport activities
: football, badminton, yoga, Aerobic


Free in-house entertainment facilities and snack


Join in various team building, company trip, year-end party, tech talks and a lot of charity events"
gft-technologies-vietnam:fresher_software_engineer_core_banking,gft-technologies-vietnam,Fresher Software Engineer (Core Banking), Python   Java   Spring   Fresher Accepted ,"29A Nguyen Dinh Chieu, District 1, Ho Chi Minh","We build a professional & fun working environment.
We focus on your growth, yes the long-term growth.
We develop the future-ready digital bank platform.","We are looking for experienced and talented Fresher Software Engineer to join our global engineering teams (Architect, Product, Development, Platform) developing our flagship product (Digital Bank platform).

As a Fresher Software Engineer, you will have chances to join the best of GFT Core Banking Training Program and work in global development of the cloud-first environment. Our technology stack is predominantly Java, Python but our platform allows for using the most appropriate language to solve a given problem.


Together, we build the banking platform for billions of users.




If you are seeking great career opportunities in the Fintech or Digital Banking fields, w


e'll expect you to have:




Good object-oriented programming skills


Good analytical problem solver and love to learn from senior people




We will train you with the best of technology training courses of your career development 




Backend Developer(Java, Python, Kafka, Spring, Springboot and other popular micro-service frameworks)




Frontend Developer (ReactJS and other frameworks)




DevOps (AWS)




Quality Engineer (Automation Test)










We would love to hear from you today.


 








Completed the thesis of your Degree in IT or related of software development


Good knowledge of object-oriented programming using Python or Java


Good English communication (especially speaking skill)


Have knowledge of web system with back-end and front-end development


Basic knowledge web service development (RESTful), gRPC


Good awareness of security in web development


Good awareness of performance optimization for web application


Having knowledge with HTML/CSS, JavaScript, ReactJS, Vue.js is a plus


Having experience with Cloud (AWS, GCP, Azure) is a plus









HR benefits




Competitive salary


Salary band per level and employee benefits are reviewed once per year


13th month salary pro rata depending on the employee’s length of service (within a calender year), paid with the December salary


Monthly lunch allowance: 700,000 VND/employee


Parking: GFT covers the monthly parking fee for employee motorbikes


Performance evaluation is once per year, for 2 purposes:
   &gt; Performance bonus   &gt; Salary increments




Talent retention policy
 (Retention bonus)



2-year anniversary = 0.5x monthly salary


3-year anniversary = 1x monthly salary


5-year anniversary = 2x monthly salary


Paid with salary of month of anniversary.




Health care




Private health insurance: including accident, outpatient, in-patient, maternity, and dental for all permanent employees who pass 2-month probation.


Optical: expense claim for eyewear


Annual health check-ups.




Vacation




Maximum 18-day vacation leave/year (with the ability to carry over 05 days till 31st March of the following year)


Adding one more annual leave day for each two-year anniversary.




Healthy lifestyle




Sports and hobby clubs: company has an annual fund for fitness activities, which is allocated per month as team’s vote.


Range of healthy snacks, tea, coffee, milk and beer on tap:
&gt; Tea, coffee and milk are available at pantry area – WeWork
&gt; Beer is available at pantry area – WeWork
&gt; Snack is available in GFT office.




Social




Company townhall: each 6 weeks


Monthly team lunch at restaurants


Monthly team engagement activities: one activity per month


CSR activities: as per company’s CSR guideline and practice


Hackathon: once per year


Onsite tour/training courses at other GFT offices and client’s destination overseas (where applicable)."
